"Epoch","sage-sweep-27 - _step","sage-sweep-27 - _step__MIN","sage-sweep-27 - _step__MAX","sage-sweep-27 - Loss","sage-sweep-27 - Loss__MIN","sage-sweep-27 - Loss__MAX","feasible-sweep-3 - _step","feasible-sweep-3 - _step__MIN","feasible-sweep-3 - _step__MAX","feasible-sweep-3 - Loss","feasible-sweep-3 - Loss__MIN","feasible-sweep-3 - Loss__MAX","driven-sweep-4 - _step","driven-sweep-4 - _step__MIN","driven-sweep-4 - _step__MAX","driven-sweep-4 - Loss","driven-sweep-4 - Loss__MIN","driven-sweep-4 - Loss__MAX","wise-sweep-30 - _step","wise-sweep-30 - _step__MIN","wise-sweep-30 - _step__MAX","wise-sweep-30 - Loss","wise-sweep-30 - Loss__MIN","wise-sweep-30 - Loss__MAX","swift-sweep-20 - _step","swift-sweep-20 - _step__MIN","swift-sweep-20 - _step__MAX","swift-sweep-20 - Loss","swift-sweep-20 - Loss__MIN","swift-sweep-20 - Loss__MAX","rich-sweep-12 - _step","rich-sweep-12 - _step__MIN","rich-sweep-12 - _step__MAX","rich-sweep-12 - Loss","rich-sweep-12 - Loss__MIN","rich-sweep-12 - Loss__MAX","bumbling-sweep-9 - _step","bumbling-sweep-9 - _step__MIN","bumbling-sweep-9 - _step__MAX","bumbling-sweep-9 - Loss","bumbling-sweep-9 - Loss__MIN","bumbling-sweep-9 - Loss__MAX","glad-sweep-33 - _step","glad-sweep-33 - _step__MIN","glad-sweep-33 - _step__MAX","glad-sweep-33 - Loss","glad-sweep-33 - Loss__MIN","glad-sweep-33 - Loss__MAX","ethereal-sweep-29 - _step","ethereal-sweep-29 - _step__MIN","ethereal-sweep-29 - _step__MAX","ethereal-sweep-29 - Loss","ethereal-sweep-29 - Loss__MIN","ethereal-sweep-29 - Loss__MAX","winter-sweep-18 - _step","winter-sweep-18 - _step__MIN","winter-sweep-18 - _step__MAX","winter-sweep-18 - Loss","winter-sweep-18 - Loss__MIN","winter-sweep-18 - Loss__MAX","flowing-sweep-8 - _step","flowing-sweep-8 - _step__MIN","flowing-sweep-8 - _step__MAX","flowing-sweep-8 - Loss","flowing-sweep-8 - Loss__MIN","flowing-sweep-8 - Loss__MAX","good-sweep-17 - _step","good-sweep-17 - _step__MIN","good-sweep-17 - _step__MAX","good-sweep-17 - Loss","good-sweep-17 - Loss__MIN","good-sweep-17 - Loss__MAX","exalted-sweep-7 - _step","exalted-sweep-7 - _step__MIN","exalted-sweep-7 - _step__MAX","exalted-sweep-7 - Loss","exalted-sweep-7 - Loss__MIN","exalted-sweep-7 - Loss__MAX","revived-sweep-15 - _step","revived-sweep-15 - _step__MIN","revived-sweep-15 - _step__MAX","revived-sweep-15 - Loss","revived-sweep-15 - Loss__MIN","revived-sweep-15 - Loss__MAX","stellar-sweep-2 - _step","stellar-sweep-2 - _step__MIN","stellar-sweep-2 - _step__MAX","stellar-sweep-2 - Loss","stellar-sweep-2 - Loss__MIN","stellar-sweep-2 - Loss__MAX","astral-sweep-16 - _step","astral-sweep-16 - _step__MIN","astral-sweep-16 - _step__MAX","astral-sweep-16 - Loss","astral-sweep-16 - Loss__MIN","astral-sweep-16 - Loss__MAX","dashing-sweep-21 - _step","dashing-sweep-21 - _step__MIN","dashing-sweep-21 - _step__MAX","dashing-sweep-21 - Loss","dashing-sweep-21 - Loss__MIN","dashing-sweep-21 - Loss__MAX","good-sweep-5 - _step","good-sweep-5 - _step__MIN","good-sweep-5 - _step__MAX","good-sweep-5 - Loss","good-sweep-5 - Loss__MIN","good-sweep-5 - Loss__MAX","happy-sweep-32 - _step","happy-sweep-32 - _step__MIN","happy-sweep-32 - _step__MAX","happy-sweep-32 - Loss","happy-sweep-32 - Loss__MIN","happy-sweep-32 - Loss__MAX","celestial-sweep-6 - _step","celestial-sweep-6 - _step__MIN","celestial-sweep-6 - _step__MAX","celestial-sweep-6 - Loss","celestial-sweep-6 - Loss__MIN","celestial-sweep-6 - Loss__MAX","breezy-sweep-31 - _step","breezy-sweep-31 - _step__MIN","breezy-sweep-31 - _step__MAX","breezy-sweep-31 - Loss","breezy-sweep-31 - Loss__MIN","breezy-sweep-31 - Loss__MAX","sweet-sweep-10 - _step","sweet-sweep-10 - _step__MIN","sweet-sweep-10 - _step__MAX","sweet-sweep-10 - Loss","sweet-sweep-10 - Loss__MIN","sweet-sweep-10 - Loss__MAX","smart-sweep-13 - _step","smart-sweep-13 - _step__MIN","smart-sweep-13 - _step__MAX","smart-sweep-13 - Loss","smart-sweep-13 - Loss__MIN","smart-sweep-13 - Loss__MAX","twilight-sweep-1 - _step","twilight-sweep-1 - _step__MIN","twilight-sweep-1 - _step__MAX","twilight-sweep-1 - Loss","twilight-sweep-1 - Loss__MIN","twilight-sweep-1 - Loss__MAX","royal-sweep-19 - _step","royal-sweep-19 - _step__MIN","royal-sweep-19 - _step__MAX","royal-sweep-19 - Loss","royal-sweep-19 - Loss__MIN","royal-sweep-19 - Loss__MAX","youthful-sweep-28 - _step","youthful-sweep-28 - _step__MIN","youthful-sweep-28 - _step__MAX","youthful-sweep-28 - Loss","youthful-sweep-28 - Loss__MIN","youthful-sweep-28 - Loss__MAX","firm-sweep-24 - _step","firm-sweep-24 - _step__MIN","firm-sweep-24 - _step__MAX","firm-sweep-24 - Loss","firm-sweep-24 - Loss__MIN","firm-sweep-24 - Loss__MAX","fresh-sweep-11 - _step","fresh-sweep-11 - _step__MIN","fresh-sweep-11 - _step__MAX","fresh-sweep-11 - Loss","fresh-sweep-11 - Loss__MIN","fresh-sweep-11 - Loss__MAX","laced-sweep-24 - _step","laced-sweep-24 - _step__MIN","laced-sweep-24 - _step__MAX","laced-sweep-24 - Loss","laced-sweep-24 - Loss__MIN","laced-sweep-24 - Loss__MAX","good-sweep-25 - _step","good-sweep-25 - _step__MIN","good-sweep-25 - _step__MAX","good-sweep-25 - Loss","good-sweep-25 - Loss__MIN","good-sweep-25 - Loss__MAX"
"60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","355.5","354","357","0.001125","0.0011","0.0012","","","","","","","1069.5","1062","1077","0.00020625000000000005","0.0002","0.0003","1069.5","1062","1077","0.00027499999999999996","0.0002","0.0003","415","413","417","0.05682","0.0297","0.0968"
"61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361.5","360","363","0.0011","0.0011","0.0011","","","","","","","1087.5","1080","1095","0.00020000000000000006","0.0002","0.0002","1087.5","1080","1095","0.00024375000000000004","0.0002","0.0004","422","420","424","0.0429","0.0161","0.0799"
"62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367.5","366","369","0.0011","0.0011","0.0011","","","","","","","1105.5","1098","1113","0.00021875000000000003","0.0002","0.0003","1105.5","1098","1113","0.00023750000000000003","0.0002","0.0003","429","427","431","0.01854","0.0018","0.0274"
"63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373.5","372","375","0.0011","0.0011","0.0011","","","","","","","1123.5","1116","1131","0.00020000000000000006","0.0002","0.0002","1123.5","1116","1131","0.00023750000000000003","0.0002","0.0003","436","434","438","0.033999999999999996","0.0097","0.0633"
"64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","379.5","378","381","0.0011","0.0011","0.0011","","","","","","","1141.5","1134","1149","0.00020625000000000005","0.0002","0.0003","1141.5","1134","1149","0.00021875000000000006","0.0002","0.0003","443","441","445","0.07702","0.0563","0.1226"
"65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385.5","384","387","0.001025","0.001","0.0011","","","","","","","1159.5","1152","1167","0.00020000000000000006","0.0002","0.0002","1159.5","1152","1167","0.00021875000000000003","0.0002","0.0003","450","448","452","0.05334","0.031","0.0894"
"66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391.5","390","393","0.001025","0.001","0.0011","","","","","","","1177.5","1170","1185","0.00020000000000000006","0.0002","0.0002","1177.5","1170","1185","0.00023125","0.0002","0.0003","457","455","459","0.024939999999999997","0.0067","0.0475"
"67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397.5","396","399","0.001","0.001","0.001","","","","","","","1195.5","1188","1203","0.00020000000000000006","0.0002","0.0002","1195.5","1188","1203","0.00020000000000000006","0.0002","0.0002","464","462","466","0.02326","0.013","0.0432"
"68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403.5","402","405","0.001","0.001","0.001","","","","","","","1213.5","1206","1221","0.00020000000000000006","0.0002","0.0002","1213.5","1206","1221","0.00021250000000000007","0.0002","0.0003","471","469","473","0.0513","0.0255","0.0742"
"69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409.5","408","411","0.001","0.001","0.001","","","","","","","1231.5","1224","1239","0.00020000000000000006","0.0002","0.0002","1231.5","1224","1239","0.00020000000000000006","0.0002","0.0002","478","476","480","0.042100000000000005","0.0233","0.067"
"70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415.5","414","417","0.001","0.001","0.001","","","","","","","1249.5","1242","1257","0.00020000000000000006","0.0002","0.0002","1249.5","1242","1257","0.00020625000000000005","0.0002","0.0003","485","483","487","0.03614","0.0069","0.0695"
"71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.5","420","423","0.0009499999999999999","0.0009","0.001","","","","","","","1267.5","1260","1275","0.00018750000000000006","0.0001","0.0002","1267.5","1260","1275","0.00020000000000000006","0.0002","0.0002","492","490","494","0.01748","0.0139","0.0203"
"72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427.5","426","429","0.0009","0.0009","0.0009","","","","","","","1285.5","1278","1293","0.00019375000000000005","0.0001","0.0002","1285.5","1278","1293","0.00020625000000000005","0.0002","0.0003","499","497","501","0.04174","0.0145","0.0872"
"73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433.5","432","435","0.0009","0.0009","0.0009","","","","","","","1303.5","1296","1311","0.00018750000000000003","0.0001","0.0002","1303.5","1296","1311","0.00021250000000000004","0.0002","0.0003","506","504","508","0.04798","0.0057","0.1067"
"74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439.5","438","441","0.0009","0.0009","0.0009","","","","","","","1321.5","1314","1329","0.00017500000000000003","0.0001","0.0002","1321.5","1314","1329","0.00020000000000000006","0.0002","0.0002","513","511","515","0.026140000000000004","0.0119","0.062"
"75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445.5","444","447","0.0009","0.0009","0.0009","","","","","","","1339.5","1332","1347","0.00016875000000000004","0.0001","0.0002","1339.5","1332","1347","0.00021250000000000004","0.0002","0.0003","520","518","522","0.026180000000000002","0.0064","0.068"
"76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451.5","450","453","0.0009","0.0009","0.0009","","","","","","","1357.5","1350","1365","0.00015000000000000004","0.0001","0.0002","1357.5","1350","1365","0.00020000000000000006","0.0002","0.0002","527","525","529","0.04944","0.0278","0.0727"
"77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","457.5","456","459","0.0009","0.0009","0.0009","","","","","","","1375.5","1368","1383","0.00012500000000000003","0.0001","0.0002","1375.5","1368","1383","0.00020000000000000006","0.0002","0.0002","534","532","536","0.04746","0.0249","0.0776"
"78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463.5","462","465","0.000875","0.0008","0.0009","","","","","","","1393.5","1386","1401","0.00015625000000000003","0.0001","0.0002","1393.5","1386","1401","0.00020000000000000006","0.0002","0.0002","541","539","543","0.04264","0.0332","0.0559"
"79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469.5","468","471","0.000875","0.0008","0.0009","","","","","","","1411.5","1404","1419","0.00015000000000000001","0.0001","0.0002","1411.5","1404","1419","0.00020625000000000005","0.0002","0.0003","548","546","550","0.03652","0.0126","0.0792"
"80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475.5","474","477","0.0008","0.0008","0.0008","","","","","","","1429.5","1422","1437","0.00016875000000000004","0.0001","0.0002","1429.5","1422","1437","0.00020000000000000006","0.0002","0.0002","555","553","557","0.025300000000000007","0.013","0.0453"
